order_id,customer_id,order_date,payment_order_id,quantity,online_retail_seller,order_created_hour,order_created_minute,order_created_day,order_created_month,order_created_year,payment_amount,height_of_package,width_of_package,length_of_package,payment_fee,payment_method,payment_status,shipping_weight,Warehouse_block,Warehouse_city,delivery_fee
15569fa10a2,3583f5ddf34,23/12/2020,68522457,1,Amazon,22,17,1,1,2020,331.56,229,244,43,0,VOUCHER,PAID,1682,A,Birmingham,29.56
155893e93b8,ef9554f8b6f,14/4/2021,68522608,1,Betsy,22,18,1,1,2020,260.38,145,246,83,4.46,ONLINE,PAID,3894,B,San Jose,21.38
155abf4b9e8,be96ecaa39c,31/1/2021,68522609,1,Betsy,22,18,1,1,2020,294.7,224,155,91,5.87,ONLINE,PAID,1470,C,Boston,46.7
15605af646c,12660f8f1d9,13/1/2021,68522844,1,Betsy,22,19,1,1,2020,270.7,179,287,209,3.34,ONLINE,PAID,1204,F,San Jose,37.7
15634d7ed88,4d29016a309,12/1/2021,68523190,1,Betsy,22,20,1,1,2020,246.52,248,106,243,3.79,ONLINE,PAID,3638,D,New York,47.52
1576343f2f9,3117f0a6f3e,19/12/2020,68523800,1,Amazon,22,22,1,1,2020,278.43,15,87,22,0.91,ONLINE,PAID,1839,F,San Jose,53.43
157713297fc,8c564cf9a9a,19/3/2021,68524540,3,Amazon,22,25,1,1,2020,746.68,30,152,19,3.86,ONLINE,PAID,1014,A,Birmingham,96.68
1580dc64547,97c61b37ebe,4/4/2021,68524691,1,Amazon,22,26,1,1,2020,279.5,206,155,212,3.94,ONLINE,PAID,4324,B,San Jose,44.5
158b3653a42,e6dc44e5f5f,5/2/2021,68524704,1,Amazon,22,26,1,1,2020,200.67,52,104,14,0.5,ONLINE,PAID,9684,C,Boston,14.67
158ddcf3b2b,189aedc8035,9/2/2021,68525083,1,Betsy,22,27,1,1,2020,258.65,262,63,155,0.69,ONLINE,PAID,2427,F,San Jose,17.65
15901dbf975,e278d9294a5,3/4/2021,68526219,1,Betsy,22,30,1,1,2020,180.04,25,103,30,0.72,ONLINE,PAID,2949,D,New York,12.04
15927aedc8e,aa36b726cdc,5/3/2021,68526229,1,Amazon,22,30,1,1,2020,302.4,174,137,284,7.47,ONLINE,PAID,1831,F,San Jose,58.4
1595b2ea615,60a4e21128e,25/7/2021,68526348,1,Amazon,22,30,1,1,2020,156.92,184,169,47,2.91,ONLINE,PAID,2075,A,Birmingham,10.92
159811310dd,414f75badde,26/6/2021,68526406,3,Amazon,22,30,1,1,2020,799.6,263,174,214,0.67,DEBIT,PAID,3189,B,San Jose,32.6
159aa3cc51b,53c36618d76,28/1/2021,68526520,1,Betsy,22,31,1,1,2020,222.93,166,190,138,3.15,ONLINE,PAID,1276,C,Boston,15.93
159ba08d071,eb7e4d21b51,4/4/2021,68526521,6,Amazon,22,31,1,1,2020,1658.19,298,185,124,4.19,ONLINE,PAID,1051,F,San Jose,38.19
15a49df19b6,c380488a5dd,7/3/2021,68526643,3,Betsy,22,31,1,1,2020,659.84,25,180,262,3.64,ONLINE,PAID,1111,D,New York,54.84
15a73510e3b,f004ca15700,28/12/2018,68526792,1,Betsy,22,31,1,1,2020,197.5,247,88,101,0,VOUCHER,PAID,1052,F,San Jose,42.5
15ab083203f,7c922ef2622,24/4/2021,68527007,1,Betsy,22,32,1,1,2020,284.77,62,297,136,0.54,ONLINE,PAID,2257,A,Birmingham,49.77
15ac19825be,804eaf5c731,26/6/2021,68527199,1,Betsy,22,32,1,1,2020,302.4,280,24,282,0.84,ONLINE,PAID,7799,B,San Jose,51.4
15b160a7992,44fd734e9af,24/3/2021,68527361,1,Betsy,22,33,1,1,2020,323.69,129,136,146,2.84,ONLINE,PAID,2592,C,Boston,45.69
15b3826c4c7,fc183f98fd1,7/5/2021,68527437,1,Betsy,22,33,1,1,2020,298.57,72,46,265,1.57,ONLINE,PAID,3824,F,San Jose,57.57
15b66bd97e4,9b7d22161b2,15/3/2021,68527526,1,Amazon,22,33,1,1,2020,328.97,91,276,92,1.53,ONLINE,PAID,1548,D,New York,55.97
15befdfdebe,eda902c1740,3/11/2019,68527532,3,Betsy,22,33,1,1,2020,754.24,266,33,52,1.18,ONLINE,PAID,2568,F,San Jose,105.24
15c5fdec5c9,1253565e15c,3/5/2021,68527568,1,Amazon,22,33,1,1,2020,235.18,226,199,100,1.56,ONLINE,PAID,4035,A,Birmingham,43.18
15c95ec89f4,76b72910976,4/2/2021,68527652,1,Betsy,22,33,1,1,2020,243.87,159,210,94,2.56,ONLINE,PAID,1583,B,San Jose,48.87
15c96972401,1709a2a9124,27/3/2021,68527781,1,Amazon,22,34,1,1,2020,316.44,243,117,292,1.59,ONLINE,PAID,1423,C,Boston,52.44
15c9ba4c82c,2c8c07ae325,11/12/2020,68527909,1,Amazon,22,34,1,1,2020,189.02,225,170,209,0.48,ONLINE,PAID,1758,F,San Jose,49.02
15ce6fd11f1,caece1d6ddc,30/8/2019,68528039,3,Amazon,22,34,1,1,2020,618.16,29,293,30,3.52,ONLINE,PAID,3542,D,New York,41.16
15d23e3cce7,0f8181de2c7,4/1/2021,68528182,1,Betsy,22,35,1,1,2020,306.59,215,126,71,4.23,ONLINE,PAID,2544,F,San Jose,41.59
15d43097b07,62f2f46ffa9,22/5/2021,68528467,1,Amazon,22,35,1,1,2020,233.84,173,211,33,2.68,ONLINE,PAID,3266,A,Birmingham,52.84
15e14e482e1,f46f3ab51e0,25/6/2021,68528489,1,Amazon,22,35,1,1,2020,240.38,134,58,31,7.46,ONLINE,PAID,5019,B,San Jose,37.38
15f04fb2ed5,4ee9e6dcddd,2/5/2021,68528562,1,Betsy,22,35,1,1,2020,260.89,158,256,194,2.04,ONLINE,PAID,3906,C,Boston,49.89
15f1ac9501b,98ca4b2be07,7/6/2021,68528679,1,Amazon,22,36,1,1,2020,208.44,165,297,235,5.99,ONLINE,PAID,2803,F,San Jose,43.44
15f8592b4f9,6e148f5f2ea,23/3/2021,68528724,1,Betsy,22,36,1,1,2020,266.51,20,126,123,1.58,ONLINE,PAID,1138,D,New York,23.51
15f99d37c3e,83f6426355e,20/3/2021,68528734,1,Betsy,22,36,1,1,2020,270.8,294,160,98,3.14,ONLINE,PAID,3327,F,San Jose,32.8
15fa4516fbd,06f0d3bbe55,12/5/2021,68528942,1,Amazon,22,36,1,1,2020,220.73,116,103,146,7.17,ONLINE,PAID,1777,A,Birmingham,43.73
15fd0792c4b,a558ffd2b23,26/4/2021,68528948,3,Betsy,22,36,1,1,2020,745.22,29,64,21,0.69,ONLINE,PAID,3024,B,San Jose,97.22
15fd8805d43,1311224d638,1/6/2021,68529021,1,Amazon,22,36,1,1,2020,231.07,90,121,270,1.4,ONLINE,PAID,2871,C,Boston,14.07
1601666017e,c996f0df5bc,26/4/2021,68529147,1,Betsy,22,37,1,1,2020,303.1,294,56,35,2.05,ONLINE,PAID,2427,F,San Jose,53.1
1602270b40c,d540c8ab5e4,2/6/2021,68529178,1,Amazon,22,37,1,1,2020,138.15,114,97,132,4.42,ONLINE,PAID,1362,D,New York,17.15
160b56aa1e6,ca3289f06b4,17/7/2021,68529193,3,Betsy,22,37,1,1,2020,668.54,71,78,198,1.88,ONLINE,PAID,1130,F,San Jose,111.54
16163ab64b9,f50a7673566,26/7/2021,68529342,1,Betsy,22,37,1,1,2020,260.57,267,156,101,3.26,ONLINE,PAID,3447,A,Birmingham,50.57
16276b4741a,87328ec31e2,31/8/2021,68529716,1,Betsy,22,38,1,1,2020,188.14,203,162,167,7.24,ONLINE,PAID,1403,B,San Jose,10.14
162939965c5,852abc825b6,31/7/2021,68529777,1,Amazon,22,38,1,1,2020,306.71,233,123,90,0,VOUCHER,PAID,2960,C,Boston,10.71
1630bff91c8,562e545e257,21/6/2021,68529827,1,Amazon,22,38,1,1,2020,277.81,292,221,27,0.45,ONLINE,PAID,2488,F,San Jose,39.81
163c1ee5911,f850e90db76,8/6/2021,68529987,1,Betsy,22,39,1,1,2020,284.41,88,38,47,1.48,ONLINE,PAID,1095,D,New York,45.41
163c7cd012f,a6d30d3b62d,30/7/2021,68530377,1,Betsy,22,40,1,1,2020,192.1,241,115,201,7.32,ONLINE,PAID,2319,F,San Jose,12.1
1643bfcf4df,cf49f740175,13/8/2021,68530417,1,Betsy,22,40,1,1,2020,312.43,100,89,33,3.36,ONLINE,PAID,2003,A,Birmingham,42.43
16484c7fbe4,2752dc7a95d,11/8/2021,68530603,1,Amazon,22,41,1,1,2020,197.54,179,229,69,4.09,ONLINE,PAID,3993,B,San Jose,49.54
16543b23c54,e848315108a,10/7/2021,68530788,1,Betsy,22,42,1,1,2020,309.95,237,52,36,5.67,ONLINE,PAID,3686,C,Boston,56.95
1656ec573b9,206b4e52f8a,29/6/2021,68530789,1,Betsy,22,42,1,1,2020,205.42,94,25,279,9.21,ONLINE,PAID,2039,F,San Jose,16.42
165d765574c,65bbadfd7b4,2/9/2021,68531155,1,Betsy,22,43,1,1,2020,229.6,202,270,78,0.87,ONLINE,PAID,1349,D,New York,14.6
166109c07df,970e47e473f,14/5/2021,68531273,1,Betsy,22,43,1,1,2020,309.37,181,55,13,0.67,DEBIT,PAID,1714,F,San Jose,51.37
1661aeaa731,3d00ec7ecf3,30/3/2021,68531426,1,Amazon,22,44,1,1,2020,270.82,67,213,124,0.79,DEBIT,PAID,3188,A,Birmingham,21.82
1665a8ff929,a9dfddea03b,12/6/2021,68531535,1,Betsy,22,44,1,1,2020,277.61,263,168,161,2.34,ONLINE,PAID,3111,B,San Jose,12.61
1670213b4c3,256453f1f61,5/6/2021,68531575,1,Betsy,22,44,1,1,2020,217.45,11,146,137,1.14,ONLINE,PAID,2504,C,Boston,55.45
167a4b6286a,3cb03060667,25/6/2021,68531890,1,Amazon,22,46,1,1,2020,242.57,41,89,152,0,VOUCHER,PAID,1093,F,San Jose,37.57
167d8d82af0,92a4379ffb0,14/6/2021,68532068,1,Amazon,22,46,1,1,2020,248.45,271,120,93,0.54,ONLINE,PAID,2039,D,New York,55.45
168032ae388,5dcd447047d,4/7/2021,68532184,15,Betsy,22,46,1,1,2020,3356.34,252,137,155,4.07,ONLINE,PAID,3686,F,San Jose,269.34
1685744a77a,bf828db72e7,2/6/2021,68532383,1,Amazon,22,47,1,1,2020,320.58,229,155,280,6.12,ONLINE,PAID,3783,A,Birmingham,40.58
1689259cf4d,81887d6176f,10/6/2021,68532385,1,Amazon,22,47,1,1,2020,266.07,237,261,16,3.03,ONLINE,PAID,2205,B,San Jose,33.07
168e66371c4,c86c6eeceee,14/7/2021,68532405,1,Betsy,22,47,1,1,2020,335.71,50,229,258,2.43,ONLINE,PAID,2336,C,Boston,17.71
16999a758af,40683949ce0,2/5/2021,68532426,1,Amazon,22,47,1,1,2020,186.64,135,45,66,0,VOUCHER,PAID,1253,F,San Jose,14.64
16a6dd583c6,24b25262ed2,2/8/2021,68532438,1,Betsy,22,47,1,1,2020,327.88,96,210,193,4.37,ONLINE,PAID,1598,D,New York,21.88
16a9a768597,cb98311be73,12/5/2021,68532489,1,Amazon,22,48,1,1,2020,317.43,60,169,146,2.77,ONLINE,PAID,2546,F,San Jose,21.43
16ae1a478ed,62442a05a52,12/6/2021,68532568,1,Amazon,22,48,1,1,2020,312.13,88,34,108,0.64,ONLINE,PAID,2429,A,Birmingham,29.13
16b480de067,f58ae651a9b,28/6/2021,68532604,1,Amazon,22,48,1,1,2020,286.54,255,214,295,0.72,ONLINE,PAID,3290,B,San Jose,48.54
16b9482a8d5,088dd5b0f68,3/5/2021,68533113,1,Amazon,22,50,1,1,2020,266.19,293,49,100,0,VOUCHER,PAID,1883,C,Boston,42.19
16c919479ed,336b478f445,24/6/2021,68533125,1,Betsy,22,50,1,1,2020,331.68,284,266,236,3.03,ONLINE,PAID,2673,F,San Jose,49.68
16cb4169393,5d10fd5b17b,27/7/2021,68533156,1,Betsy,22,51,1,1,2020,289.62,38,227,78,0.75,ONLINE,PAID,3931,D,New York,59.62
16d9e7fd0d0,9ce7d8256d6,15/7/2021,68533394,3,Amazon,22,51,1,1,2020,619.14,206,129,143,2.17,ONLINE,PAID,2177,F,San Jose,94.14
16f7b92ab63,2d540f684d4,15/7/2021,68533665,1,Amazon,22,52,1,1,2020,303.24,157,273,46,4.97,ONLINE,PAID,2941,A,Birmingham,53.24
16f9e04f0a8,235a7615c71,25/7/2021,68533798,1,Betsy,22,52,1,1,2020,263.4,255,58,279,0.94,DEBIT,PAID,1233,B,San Jose,57.4
16fd9a99b1e,fa81a96229f,26/6/2021,68533937,1,Amazon,22,53,1,1,2020,319.04,140,138,122,4.8,ONLINE,PAID,2573,C,Boston,55.04
1707ab080bb,35244740cc1,16/7/2021,68534507,1,Betsy,22,54,1,1,2020,240.78,17,119,184,0.52,ONLINE,PAID,1887,F,San Jose,42.78
170acbbedea,e40402ee734,25/9/2021,68534730,1,Betsy,22,54,1,1,2020,275.84,109,245,190,2.34,ONLINE,PAID,1119,D,New York,39.84
1711a372fa2,421e67f8bf2,23/7/2021,68534757,1,Betsy,22,55,1,1,2020,296.75,262,297,299,3.47,ONLINE,PAID,2019,F,San Jose,49.75
171308b2426,2e9731f540b,28/8/2021,68534900,1,Betsy,22,55,1,1,2020,247.92,24,174,234,2.8,ONLINE,PAID,1674,A,Birmingham,25.92
1723ac19569,2bd0fe5b9b9,23/8/2021,68534918,1,Betsy,22,55,1,1,2020,270.72,204,148,106,2.91,ONLINE,PAID,2586,B,San Jose,44.72
172ca9041bc,e5637788fc3,6/11/2021,68534929,1,Amazon,22,55,1,1,2020,282.74,245,193,117,2.91,ONLINE,PAID,1385,C,Boston,49.74
172e3feea6d,f1988cdf50f,29/7/2021,68534930,3,Betsy,22,55,1,1,2020,677.17,68,123,273,2.8,ONLINE,PAID,2048,F,San Jose,90.17
173972eae2f,708c616563c,7/11/2021,68535065,1,Amazon,22,56,1,1,2020,203.68,279,14,87,4.1,ONLINE,PAID,3368,D,New York,13.68
1749f3288ed,4fcd4d4e344,10/9/2021,68535085,1,Betsy,22,56,1,1,2020,302.55,221,90,132,3.77,ONLINE,PAID,3668,F,San Jose,31.55
174f5660243,3d0e3d50308,11/7/2021,68535289,1,Amazon,22,57,1,1,2020,329.85,107,163,64,2.17,ONLINE,PAID,1478,A,Birmingham,50.85
17607f1704a,262256d21e8,24/7/2021,68535340,1,Betsy,22,57,1,1,2020,252.51,192,160,270,1.29,ONLINE,PAID,3729,B,San Jose,25.51
1760f0d7096,8f63ae4ac2b,7/7/2021,68535341,3,Betsy,22,57,1,1,2020,574.43,259,281,206,2.34,ONLINE,PAID,2470,C,Boston,113.43
1769d77f0b0,dce1c1684ee,19/8/2021,68535462,3,Betsy,22,57,1,1,2020,836.29,35,286,162,2.75,ONLINE,PAID,2307,F,San Jose,32.29
17783d332e7,5bbf8dc1bb0,10/7/2021,68535708,1,Betsy,22,57,1,1,2020,324.8,104,93,230,4.12,ONLINE,PAID,2215,D,New York,48.8
179003b8f2f,38eda0f18aa,26/9/2021,68535778,1,Betsy,22,58,1,1,2020,242.29,166,294,125,0.48,ONLINE,PAID,1657,F,San Jose,12.29
17902398c05,1994aad30d6,30/4/2021,68535967,1,Amazon,22,58,1,1,2020,330.11,39,245,263,0.33,ONLINE,PAID,1759,A,Birmingham,15.11
1797d5acfa9,8c9326adf50,24/4/2021,68536155,1,Betsy,22,59,1,1,2020,248.08,106,162,239,0,VOUCHER,PAID,1706,B,San Jose,21.08
179888b6d7f,5413be80338,6/6/2021,68536216,21,Betsy,22,59,1,1,2020,5697.46,117,229,153,1.14,ONLINE,PAID,1715,C,Boston,158.46
17a9612fbfd,8790e0381fa,7/6/2021,68536455,15,Betsy,22,59,1,1,2020,4262.31,145,255,112,0.99,ONLINE,PAID,3764,F,San Jose,81.31
17af943018b,af30f98100f,8/6/2021,68536475,1,Amazon,22,59,1,1,2020,277.42,93,229,185,1.7,ONLINE,PAID,1437,D,New York,59.42
17b1ab7876a,ea68ed111e4,9/6/2021,68536611,1,Amazon,23,0,1,1,2020,303.08,247,29,89,2.85,ONLINE,PAID,3207,F,San Jose,43.08
17ba84af02d,fe1978b63f9,10/6/2021,68536664,1,Amazon,23,0,1,1,2020,236.1,205,87,159,1.74,ONLINE,PAID,6206,A,Birmingham,47.1
17be1b064ea,8da0f2f0ecf,18/8/2021,68536782,1,Amazon,23,0,1,1,2020,176.04,98,290,221,1.7,ONLINE,PAID,1053,B,San Jose,13.04
17c1e81ac2c,3de0e71c826,7/10/2021,68536832,1,Betsy,23,0,1,1,2020,304.17,23,214,33,1.56,ONLINE,PAID,2758,C,Boston,50.17
17d91b0d9e1,f397ae6e5f6,11/7/2021,68536899,3,Amazon,23,1,1,1,2020,510.39,296,278,207,1.61,ONLINE,PAID,3673,F,San Jose,25.39
17ee26d9070,e40402ee734,8/7/2021,68536966,1,Betsy,23,1,1,1,2020,252.63,69,238,114,0,VOUCHER,PAID,2021,D,New York,25.63
17fb1e66980,421e67f8bf2,12/8/2021,68537250,1,Amazon,23,1,1,1,2020,255.04,235,243,254,6.38,ONLINE,PAID,2658,F,San Jose,31.04
18023883a86,2e9731f540b,2/9/2021,68537438,1,Amazon,23,2,1,1,2020,219.04,146,49,193,1.46,ONLINE,PAID,3780,A,Birmingham,57.04
18128fb3daa,2bd0fe5b9b9,3/9/2021,68537489,1,Amazon,23,2,1,1,2020,281.67,128,31,91,2.48,ONLINE,PAID,5252,B,San Jose,57.67
1813b6f5ffb,e5637788fc3,4/9/2021,68537492,1,Amazon,23,2,1,1,2020,241.24,295,160,297,1.62,ONLINE,PAID,3251,C,Boston,56.24
18156bb80ae,f1988cdf50f,5/9/2021,68537572,6,Amazon,23,2,1,1,2020,1577.78,73,112,186,3.02,ONLINE,PAID,2639,F,San Jose,148.78
181b380acbc,708c616563c,6/9/2021,68537700,1,Betsy,23,3,1,1,2020,262.99,255,107,85,3.76,ONLINE,PAID,3512,D,New York,53.99
181c67b1d12,4fcd4d4e344,7/9/2021,68537759,1,Amazon,23,3,1,1,2020,162.07,243,102,206,5.05,ONLINE,PAID,2424,F,San Jose,13.07
182016bba59,3d0e3d50308,8/9/2021,68537820,1,Betsy,23,3,1,1,2020,290.24,180,141,141,1.86,ONLINE,PAID,2257,A,Birmingham,47.24
1821577adb3,262256d21e8,9/9/2021,68537881,1,Betsy,23,3,1,1,2020,325.72,246,205,254,1.55,ONLINE,PAID,1909,B,San Jose,56.72
18216263fd5,8f63ae4ac2b,18/7/2021,68537957,1,Betsy,23,3,1,1,2020,243.25,183,192,160,6.57,ONLINE,PAID,1873,C,Boston,47.25
1826c0061e4,dce1c1684ee,14/9/2021,68538063,1,Betsy,23,4,1,1,2020,216.19,11,208,241,0.93,ONLINE,PAID,2085,F,San Jose,40.19
18275c4e413,5bbf8dc1bb0,21/9/2021,68538068,1,Betsy,23,4,1,1,2020,208.61,102,21,271,0.54,ONLINE,PAID,1249,D,New York,40.61
182f258684d,38eda0f18aa,13/6/2021,68538190,1,Betsy,23,4,1,1,2020,252.79,154,137,165,0,VOUCHER,PAID,3065,F,San Jose,40.79
183335bdda4,1994aad30d6,28/8/2021,68538292,1,Amazon,23,4,1,1,2020,257.48,62,19,287,4.04,ONLINE,PAID,1312,A,Birmingham,10.48
183eccaee3b,8c9326adf50,18/9/2021,68538343,1,Amazon,23,5,1,1,2020,290.03,296,74,132,3.1,ONLINE,PAID,2976,B,San Jose,13.03
1849fa5779d,5413be80338,15/9/2021,68538391,1,Amazon,23,5,1,1,2020,320.23,90,215,149,4.91,ONLINE,PAID,3807,C,Boston,15.23
184a416f1db,f303b3b5845,16/9/2021,68538394,1,Amazon,23,5,1,1,2020,306.2,139,25,84,3.41,ONLINE,PAID,3051,F,San Jose,40.2
184d3f9af84,8f00cc30c57,7/7/2021,68538395,6,Betsy,23,5,1,1,2020,1554.66,101,131,180,2.07,ONLINE,PAID,2994,D,New York,39.66
18528ed9bc8,777643744d7,12/7/2021,68538454,1,Betsy,23,5,1,1,2020,237.03,13,290,214,0.49,ONLINE,PAID,2892,F,San Jose,54.03
1856263b314,08c769e5db5,6/9/2021,68538487,1,Amazon,23,5,1,1,2020,270.07,107,77,229,4.4,ONLINE,PAID,2113,A,Birmingham,23.07
185aa4814af,9c07a2eecdf,9/7/2021,68538804,1,Amazon,23,6,1,1,2020,298.48,75,290,267,0.45,ONLINE,PAID,2815,B,San Jose,42.48
1862731fa68,d3b108c7ad4,3/11/2021,68538927,1,Amazon,23,7,1,1,2020,228.8,40,184,230,0.81,ONLINE,PAID,1092,C,Boston,55.8
1863185c917,e1fdb4f75a7,5/6/2021,68538928,1,Amazon,23,7,1,1,2020,202.02,112,163,130,0.6,ONLINE,PAID,3962,F,San Jose,55.02
186bfabc94d,c4f8c6b2f4e,19/9/2021,68539109,1,Amazon,23,7,1,1,2020,242.72,92,272,181,0,VOUCHER,PAID,1247,D,New York,41.72
1875465407d,dc09278f13d,6/5/2021,68539116,1,Betsy,23,7,1,1,2020,216.64,66,146,116,1.29,ONLINE,PAID,3043,F,San Jose,58.64
1877c0812ee,8c9326adf50,18/9/2021,68539198,1,Betsy,23,8,1,1,2020,288.2,259,176,201,1.85,ONLINE,PAID,1936,A,Birmingham,13.2
18793dfe8cc,5413be80338,24/8/2021,68539206,1,Amazon,23,8,1,1,2020,308.43,240,277,214,2.62,ONLINE,PAID,3067,B,San Jose,15.43
187bf3a3779,f303b3b5845,26/8/2021,68539343,1,Betsy,23,8,1,1,2020,279.48,281,146,251,4.38,ONLINE,PAID,3536,C,Boston,31.48
188e54fd23e,8f00cc30c57,1/5/2021,68539354,3,Amazon,23,8,1,1,2020,908.03,171,223,226,0.48,ONLINE,PAID,2424,F,San Jose,99.03
188edc000ab,777643744d7,17/7/2021,68539422,3,Amazon,23,8,1,1,2020,877.43,77,85,81,0,VOUCHER,PAID,3332,D,New York,103.43
18943ea0e92,49be9343960,30/7/2021,68539469,1,Betsy,23,9,1,1,2020,302.44,219,290,181,1.08,ONLINE,PAID,2484,F,San Jose,35.44
189ea165cae,42dc843b433,18/9/2021,68539501,6,Betsy,23,9,1,1,2020,1545.87,265,27,46,0,VOUCHER,PAID,1727,A,Birmingham,144.87
18a12cf73f3,777643744d7,19/9/2021,68539589,1,Amazon,23,9,1,1,2020,309.95,24,107,32,0.44,ONLINE,PAID,2957,B,San Jose,41.95
18a88f30fd6,08c769e5db5,20/9/2021,68539617,1,Amazon,23,9,1,1,2020,269.03,52,39,277,0.51,DEBIT,PAID,1070,C,Boston,19.03
18acf969c79,9c07a2eecdf,20/7/2021,68539632,1,Amazon,23,9,1,1,2020,162.59,46,216,49,0.58,DEBIT,PAID,2351,F,San Jose,14.59
18b33f828f1,d3b108c7ad4,28/8/2021,68539696,21,Amazon,23,10,1,1,2020,5189.31,94,151,272,0.75,ONLINE,PAID,2791,D,New York,145.31
18b920e2e3c,e1fdb4f75a7,5/7/2021,68539731,1,Amazon,23,10,1,1,2020,287.63,277,153,28,0.9,ONLINE,PAID,1176,F,San Jose,53.63
18c9bd6a5be,c4f8c6b2f4e,23/3/2021,68539753,15,Betsy,23,10,1,1,2020,3921.47,17,149,29,1.11,ONLINE,PAID,3271,A,Birmingham,234.47
18cb07b17ba,dc09278f13d,29/7/2021,68539779,1,Betsy,23,10,1,1,2020,318.63,202,221,261,0.58,DEBIT,PAID,3943,B,San Jose,48.63
18dd43f2dca,8c9326adf50,24/7/2021,68539918,1,Betsy,23,10,1,1,2020,287.98,256,26,224,0.58,DEBIT,PAID,3537,C,Boston,41.98
18e7f7d4ff6,5413be80338,25/7/2021,68539994,1,Amazon,23,11,1,1,2020,341.46,20,85,157,2.73,ONLINE,PAID,1993,F,San Jose,25.46
18f38f103e6,7aa0f137277,18/3/2021,68540009,1,Amazon,23,11,1,1,2020,163.14,50,289,208,0.48,ONLINE,PAID,3928,D,New York,17.14
18f91e8f760,ea9671b132a,3/8/2021,68540038,1,Amazon,23,11,1,1,2020,355.33,135,144,111,0,VOUCHER,PAID,3409,F,San Jose,26.33
1910793b31b,9c2f421d2b4,19/8/2021,68540117,3,Amazon,23,11,1,1,2020,681.97,251,54,63,0.6,ONLINE,PAID,2399,A,Birmingham,40.97
19120de205f,6e862808933,12/8/2021,68540310,1,Betsy,23,12,1,1,2020,317.08,255,203,33,0,VOUCHER,PAID,2919,B,San Jose,56.08
19168fa21a0,eb0ce8ce7d6,8/8/2021,68540316,1,Amazon,23,12,1,1,2020,231.27,46,119,266,0.99,DEBIT,PAID,1442,C,Boston,31.27
191c10ff6ac,976990b9cdf,17/8/2021,68540474,1,Betsy,23,12,1,1,2020,162.55,187,56,238,5.65,ONLINE,PAID,2686,F,San Jose,19.55
191c5e130ab,0df2f3ceab2,8/8/2021,68540547,1,Amazon,23,13,1,1,2020,250.45,39,152,160,5.45,ONLINE,PAID,2960,D,New York,29.45
191f06365a9,9309e1ac335,18/6/2021,68540584,1,Amazon,23,13,1,1,2020,255.03,273,295,39,0.6,ONLINE,PAID,2444,F,San Jose,28.03
1928b2ad465,ad2bcd383e4,18/9/2021,68540614,1,Amazon,23,13,1,1,2020,254.57,262,246,90,0,VOUCHER,PAID,3830,A,Birmingham,57.57
1932a664cf5,d3470ecbb5f,18/9/2021,68540734,1,Amazon,23,13,1,1,2020,256,291,203,275,3.3,ONLINE,PAID,1452,B,San Jose,14
193bfb5523e,a349593bea2,24/7/2021,68540777,1,Amazon,23,13,1,1,2020,281.63,285,289,167,1.14,ONLINE,PAID,12583,C,Boston,42.63
193c132dba6,9ebeddd520e,30/7/2021,68540793,1,Betsy,23,13,1,1,2020,157.6,159,59,243,0,VOUCHER,PAID,3651,F,San Jose,55.6
193ee88baa7,7f575649066,19/9/2021,68540862,1,Amazon,23,13,1,1,2020,160.35,179,49,192,1.74,ONLINE,PAID,1246,D,New York,14.35
19448f7c146,296b5a69931,10/9/2021,68540954,1,Betsy,23,14,1,1,2020,220.51,29,273,166,0.82,ONLINE,PAID,1840,F,San Jose,17.51
194494f754d,2cbd1ad6cfc,2/10/2021,68541151,1,Betsy,23,15,1,1,2020,301.73,66,204,91,0,VOUCHER,PAID,2980,A,Birmingham,48.73
1948048324a,fb78fa0d065,10/9/2021,68541557,1,Betsy,23,16,1,1,2020,242.77,210,65,85,0.75,ONLINE,PAID,2992,B,San Jose,58.77
194ae927e09,f3172d9d950,28/9/2021,68541563,1,Betsy,23,16,1,1,2020,236.19,132,58,237,2.77,ONLINE,PAID,2300,C,Boston,59.19
1951758bce9,75ed70cb77f,7/9/2021,68541618,1,Betsy,23,16,1,1,2020,192.09,66,74,165,2.31,ONLINE,PAID,3220,F,San Jose,44.09
19663dd52cf,2f2fcf30d9c,28/9/2021,68541900,1,Amazon,23,17,1,1,2020,244.23,48,90,273,0.81,ONLINE,PAID,1413,D,New York,13.23
196919474f4,7237594b5d3,18/8/2021,68541946,1,Betsy,23,17,1,1,2020,319.81,273,184,43,0.63,ONLINE,PAID,2529,F,San Jose,21.81
19692ec756b,5fcecba5217,7/9/2021,68541970,1,Amazon,23,17,1,1,2020,289.28,279,292,299,1.3,ONLINE,PAID,2708,A,Birmingham,40.28
196ac423f72,32c1c18e994,19/8/2021,68542000,1,Amazon,23,17,1,1,2020,263.09,15,125,101,4.04,ONLINE,PAID,1184,B,San Jose,43.09
1976aa510a5,7230c88f023,2/8/2021,68542212,3,Betsy,23,18,1,1,2020,774.66,176,188,268,0,VOUCHER,PAID,1339,C,Boston,48.66
197ed2eb31e,44d40bb83ac,27/9/2021,68542272,6,Betsy,23,18,1,1,2020,1408.41,145,18,216,1.88,ONLINE,PAID,2371,F,San Jose,110.41
197ffcf0424,1219cf04f2c,1/9/2021,68542588,1,Betsy,23,19,1,1,2020,213.31,21,241,214,3.15,ONLINE,PAID,1779,D,New York,57.31
