payment_order_id,height_of_package,width_of_package,length_of_package,payment_fee,payment_method,payment_status,shipping_weight,Warehouse_block,Warehouse_city,order_date
68671115,46,230,86,2.42,ONLINE,PAID,5459,B,San Jose,10/11/2021
68671526,290,263,30,0.79,ONLINE,PAID,13762,D,New York,11/11/2021
68671581,213,35,95,0.75,CREDIT,PAID,2714,B,San Jose,04/11/2021
68671627,32,285,127,0.7,DEBIT,PAID,3318,A,Birmingham,01/11/2021
68671642,97,281,167,3.4,ONLINE,PAID,2368,B,San Jose,24/11/2021
68671645,167,94,239,1.64,ONLINE,PAID,3960,C,Boston,10/11/2021
68671733,120,27,282,1.1,DEBIT,PAID,3423,B,San Jose,11/11/2021
68671783,33,172,106,0.45,ONLINE,PAID,2897,D,New York,12/11/2021
68671849,63,285,266,4.2,DEBIT,PAID,2651,B,San Jose,13/11/2021
68672021,89,259,57,3.48,ONLINE,PAID,3261,A,Birmingham,03/11/2021
68672172,221,156,284,1.13,ONLINE,PAID,3446,B,San Jose,24/12/2021
68672198,118,57,74,0.88,ONLINE,PAID,1273,C,Boston,12/12/2021
68672200,140,250,179,1.03,ONLINE,PAID,2149,B,San Jose,13/12/2021
68672317,250,184,150,2.03,DEBIT,PAID,4164,D,New York,14/12/2021
68672409,39,15,45,1.27,ONLINE,PAID,2009,B,San Jose,15/12/2021
68672548,203,34,165,1.65,ONLINE,PAID,2932,A,Birmingham,16/12/2021
68672589,289,207,179,2.88,ONLINE,PAID,1699,B,San Jose,27/02/2022
68672652,212,229,55,8.09,ONLINE,PAID,2126,C,Boston,28/02/2022
68672653,118,28,148,0,DEBIT_STORE,PAID,3836,B,San Jose,24/11/2021
68672655,149,85,74,1.88,ONLINE,PAID,1341,D,New York,20/02/2022
68672694,164,289,71,0.81,DEBIT,PAID,3186,B,San Jose,18/11/2021
68672714,275,22,53,1.1,ONLINE,PAID,3383,A,Birmingham,25/11/2021
68672758,158,184,140,0,VOUCHER,PAID,2191,B,San Jose,26/11/2021
68672791,215,153,204,0.61,ONLINE,PAID,2617,C,Boston,27/11/2021
68672831,261,279,129,0.33,DEBIT,PAID,3463,B,San Jose,19/12/2021
68672845,243,39,297,0.52,ONLINE,PAID,1005,D,New York,22/11/2021
68673099,82,96,103,3.11,ONLINE,PAID,1464,B,San Jose,27/11/2021
68673356,138,214,32,3.39,DEBIT,PAID,3172,A,Birmingham,05/12/2021
68673391,278,288,178,1.9,ONLINE,PAID,1512,B,San Jose,10/02/2022
68673393,46,133,60,6.13,ONLINE,PAID,1305,C,Boston,11/02/2022
68673395,103,122,23,3.76,ONLINE,PAID,3401,B,San Jose,15/11/2021
68673396,10,243,239,5.04,ONLINE,PAID,2719,D,New York,18/11/2021
68673418,195,83,284,0.67,ONLINE,PAID,1435,B,San Jose,10/12/2021
68673788,132,204,105,3.5,STORE_DIRECT_PAYMENT,PAID,3624,A,Birmingham,18/11/2021
68674073,208,183,225,4.7,ONLINE,PAID,1772,B,San Jose,08/01/2022
68674160,284,156,80,3.99,ONLINE,PAID,3914,C,Boston,25/11/2021
68674270,83,163,110,3.81,ONLINE,PAID,12017,B,San Jose,26/11/2021
68674597,147,95,99,1.61,DEBIT,PAID,3715,D,New York,04/12/2021
68675117,151,145,170,1.06,ONLINE,PAID,5484,B,San Jose,31/12/2021
68675309,200,213,169,3.57,ONLINE,PAID,2977,A,Birmingham,12/12/2021
68675443,277,102,128,0.8,ONLINE,PAID,3244,B,San Jose,13/12/2021
68675667,54,192,85,1.56,ONLINE,PAID,3877,C,Boston,14/12/2021
68675668,275,201,288,0.45,ONLINE,PAID,2692,B,San Jose,22/11/2021
68675769,141,37,72,0,VOUCHER,PAID,1959,D,New York,23/11/2021
68675904,244,114,89,3.83,ONLINE,PAID,3542,B,San Jose,07/12/2021
68675907,122,270,246,0.98,MONEY,PAID,1840,A,Birmingham,23/11/2021
68676121,74,256,42,1.39,DEBIT,PAID,3206,B,San Jose,24/11/2021
68676141,184,189,237,1.08,ONLINE,PAID,2430,C,Boston,25/11/2021
68676249,296,275,94,8.6,ONLINE,PAID,1316,B,San Jose,13/12/2021
68676372,225,159,219,6.42,ONLINE,PAID,1431,D,New York,25/12/2021
68676379,204,194,164,0.74,ONLINE,PAID,2270,B,San Jose,20/11/2021
68676380,196,258,180,1.02,ONLINE,PAID,2855,A,Birmingham,30/11/2021
68676445,214,159,102,2.22,ONLINE,PAID,3306,B,San Jose,28/11/2021
68676651,156,194,271,1.33,DEBIT,PAID,2548,C,Boston,29/11/2021
68676711,165,277,16,0.88,DEBIT,PAID,1496,B,San Jose,30/11/2021
68676743,170,217,168,1.02,DEBIT,PAID,1993,D,New York,20/11/2021
68676774,108,183,108,5.13,ONLINE,PAID,1027,B,San Jose,21/11/2021
68676808,68,113,62,0,VOUCHER,PAID,2925,A,Birmingham,24/11/2021
68677051,35,274,299,10,ONLINE,PAID,3997,B,San Jose,16/12/2021
68677084,160,119,245,3.18,ONLINE,PAID,1001,C,Boston,17/12/2021
68677288,100,98,151,0.61,ONLINE,PAID,3705,B,San Jose,29/11/2021
68677289,165,194,171,1.8,DEBIT,PAID,5437,D,New York,23/10/2021
68677316,188,271,117,1.09,STORE_DIRECT_PAYMENT,PAID,2069,B,San Jose,15/11/2021
68677370,73,128,68,2.67,DEBIT,PAID,3617,A,Birmingham,04/12/2021
68677434,282,196,101,0.49,ONLINE,PAID,3606,B,San Jose,05/12/2021
68677442,43,110,54,4.01,ONLINE,PAID,2906,C,Boston,06/12/2021
68677443,201,88,223,1.53,ONLINE,PAID,6619,B,San Jose,07/12/2021
68677782,209,121,37,1.15,ONLINE,PAID,2675,D,New York,27/11/2021
68677811,151,22,51,0.89,CREDIT,PAID,1486,B,San Jose,28/11/2021
68677853,109,114,232,5.44,ONLINE,PAID,3920,A,Birmingham,29/11/2021
68678052,62,289,221,0.31,ONLINE,PAID,3787,B,San Jose,04/12/2021
68678093,177,288,276,0,VOUCHER,PAID,2758,C,Boston,05/12/2021
68678094,224,49,204,3.34,ONLINE,PAID,2777,B,San Jose,05/12/2021
68678153,207,205,260,2.58,ONLINE,PAID,4530,D,New York,03/12/2021
68678256,270,176,215,1.2,DEBIT,PAID,3648,B,San Jose,04/12/2021
68678403,215,46,16,0.64,ONLINE,PAID,3499,A,Birmingham,05/12/2021
68678457,24,232,272,0.78,ONLINE,PAID,2229,B,San Jose,06/12/2021
68678675,64,52,210,0.91,CREDIT,PAID,2100,C,Boston,24/11/2021
68678689,164,148,46,0.72,ONLINE,PAID,8189,B,San Jose,25/11/2021
68678766,142,168,245,0.46,ONLINE,PAID,1134,D,New York,26/11/2021
68678952,116,218,70,1.05,ONLINE,PAID,3676,B,San Jose,27/11/2021
68678954,171,36,268,3.18,ONLINE,PAID,3551,A,Birmingham,19/11/2021
68678990,81,222,183,0.93,ONLINE,PAID,4686,B,San Jose,10/02/2022
68679673,173,203,250,0.8,ONLINE,PAID,3082,C,Boston,11/02/2022
68679678,200,288,56,1.19,ONLINE,PAID,2438,B,San Jose,13/12/2021
68679699,245,31,207,1.19,DEBIT,PAID,2538,D,New York,17/11/2021
68679719,116,12,93,1.08,ONLINE,PAID,1076,B,San Jose,18/11/2021
68679721,259,179,64,6.06,ONLINE,PAID,2596,A,Birmingham,03/11/2021
68679744,38,164,129,0,MEAL_BENEFIT,PAID,1185,B,San Jose,04/11/2021
68679991,176,181,23,0.45,ONLINE,PAID,3118,C,Boston,02/11/2021
68679992,29,33,293,0,MEAL_BENEFIT,PAID,2849,B,San Jose,31/10/2021
68680403,13,124,125,3.36,ONLINE,PAID,3103,D,New York,19/11/2021
68680707,193,296,178,6.73,ONLINE,PAID,3788,B,San Jose,19/11/2021
68680745,65,292,183,0.33,ONLINE,PAID,1502,A,Birmingham,18/11/2021
68680758,222,150,195,3.44,ONLINE,PAID,2199,B,San Jose,23/12/2021
68681292,72,231,300,0.78,DEBIT,PAID,1745,C,Boston,11/12/2021
68681329,150,267,281,0.38,DEBIT,PAID,1347,B,San Jose,05/12/2021
68681330,76,205,32,1.77,ONLINE,PAID,10155,D,New York,05/12/2021
68681347,14,270,174,4.23,ONLINE,PAID,2892,B,San Jose,06/12/2021
68681497,26,225,296,1.42,ONLINE,PAID,2731,A,Birmingham,22/11/2021
68681542,58,24,105,2.68,ONLINE,PAID,1140,B,San Jose,23/11/2021
68681543,65,256,274,3.52,ONLINE,PAID,1048,C,Boston,20/11/2021
68681566,97,207,94,0.64,ONLINE,PAID,1829,B,San Jose,17/11/2021
68681640,126,239,112,0.44,DEBIT,PAID,1946,D,New York,20/11/2021
68681666,158,202,295,7.1,ONLINE,PAID,2742,B,San Jose,10/12/2021
68681903,235,80,163,9.57,ONLINE,PAID,2042,A,Birmingham,11/12/2021
68682047,266,266,231,1.23,ONLINE,PAID,3446,B,San Jose,05/12/2021
68682113,283,171,229,0.74,ONLINE,PAID,2725,C,Boston,21/10/2021
68682292,132,90,63,2.28,ONLINE,PAID,3100,B,San Jose,18/12/2021
68682346,170,285,110,2.75,ONLINE,PAID,4213,D,New York,19/12/2021
68682360,88,65,81,0.44,ONLINE,PAID,2759,B,San Jose,02/11/2021
68682813,44,207,254,2.88,ONLINE,PAID,1943,A,Birmingham,03/11/2021
68682867,18,78,93,2.11,ONLINE,PAID,1909,B,San Jose,02/12/2021
68682962,189,20,145,0.78,ONLINE,PAID,1496,C,Boston,09/12/2021
68683128,174,258,126,0,VOUCHER,PAID,3360,B,San Jose,05/11/2021
68683459,236,43,149,0.76,ONLINE,PAID,3715,D,New York,18/10/2021
68683841,103,221,181,0.39,ONLINE,PAID,3885,B,San Jose,26/10/2021
68683923,222,208,45,0.99,ONLINE,PAID,1027,A,Birmingham,27/10/2021
68684050,167,10,79,0.75,ONLINE,PAID,2415,B,San Jose,28/10/2021
68684284,172,74,81,0.67,ONLINE,PAID,3675,C,Boston,29/10/2021
68684305,93,161,136,0.94,ONLINE,PAID,4308,B,San Jose,30/10/2021
68684400,162,21,105,2.91,ONLINE,PAID,1493,D,New York,30/12/2021
68684401,258,103,174,0,VOUCHER,PAID,1577,B,San Jose,14/01/2022
68684455,249,288,94,0.59,ONLINE,PAID,1021,A,Birmingham,02/11/2021
68684794,293,174,129,0.7,ONLINE,PAID,1900,B,San Jose,03/11/2021
68684929,284,67,224,1.31,ONLINE,PAID,1767,C,Boston,04/11/2021
68684937,284,87,120,0.67,ONLINE,PAID,3078,B,San Jose,05/11/2021
68685029,79,206,46,1.23,DEBIT,PAID,1547,D,New York,15/11/2021
68685089,214,295,74,0.8,ONLINE,PAID,1029,B,San Jose,08/12/2021
68685090,158,205,90,3.42,ONLINE,PAID,1775,A,Birmingham,25/10/2021
68685091,100,131,57,0.51,ONLINE,PAID,1165,B,San Jose,09/11/2021
68685375,175,202,101,2.83,ONLINE,PAID,2152,C,Boston,25/10/2021
68685379,196,36,84,5.2,CREDIT,PAID,3628,B,San Jose,18/11/2021
68685646,244,189,217,0,MEAL_BENEFIT,PAID,3162,D,New York,01/12/2021
68685763,273,216,145,0.31,ONLINE,PAID,4460,B,San Jose,21/01/2022
68685784,16,64,30,1.08,PAYMENT_LINK,PAID,1366,A,Birmingham,20/11/2021
68685810,125,27,222,2.3,ONLINE,PAID,1847,B,San Jose,15/12/2021
68686191,110,170,193,5.93,ONLINE,PAID,1635,C,Boston,15/12/2021
68686193,44,150,16,1,ONLINE,PAID,3688,B,San Jose,04/12/2021
68686262,273,183,59,4.37,ONLINE,PAID,1346,D,New York,24/11/2021
68686420,55,237,222,9.91,ONLINE,PAID,2892,B,San Jose,25/11/2021
68686444,137,282,84,1.29,ONLINE,PAID,3441,A,Birmingham,06/11/2021
68686594,88,151,93,3.06,ONLINE,PAID,2728,B,San Jose,02/12/2021
68686652,197,181,28,1.53,ONLINE,PAID,1092,C,Boston,06/02/2022
68686723,247,146,245,0.07,ONLINE,PAID,2277,B,San Jose,21/11/2021
68686739,284,63,237,0,VOUCHER,PAID,1920,D,New York,22/11/2021
68686791,89,219,159,1.72,ONLINE,PAID,2348,B,San Jose,15/11/2021
68686872,18,242,125,3.5,ONLINE,PAID,3236,A,Birmingham,18/11/2021
68687125,245,253,202,4.2,ONLINE,PAID,1352,B,San Jose,14/11/2021
68687350,38,35,256,1,DEBIT,PAID,1517,C,Boston,15/11/2021
68687428,104,55,115,0.92,ONLINE,PAID,1692,B,San Jose,15/11/2021
68687461,49,272,279,2.81,ONLINE,PAID,3897,D,New York,06/11/2021
68688311,165,217,36,0.84,ONLINE,PAID,1477,B,San Jose,08/12/2021
68688313,21,201,208,0.32,ONLINE,PAID,1554,A,Birmingham,14/01/2022
68688358,219,85,198,1.88,ONLINE,PAID,1831,B,San Jose,12/12/2021
68688392,152,124,88,0.78,ONLINE,PAID,1906,C,Boston,02/12/2021
68688759,12,261,133,0.51,ONLINE,PAID,3634,B,San Jose,19/12/2021
68688815,23,39,272,0.46,ONLINE,PAID,2924,D,New York,26/10/2021
68689034,47,233,172,0.54,ONLINE,PAID,3516,B,San Jose,19/11/2021
68689055,295,130,122,0.64,ONLINE,PAID,1619,A,Birmingham,13/11/2021
68689254,176,247,99,1.22,DEBIT,PAID,2178,B,San Jose,12/12/2021
68689329,192,149,72,2.41,ONLINE,PAID,1530,C,Boston,19/12/2021
68689353,289,271,259,0.75,ONLINE,PAID,1609,B,San Jose,21/12/2021
68689445,297,55,127,2.68,ONLINE,PAID,1057,D,New York,12/12/2021
68689499,167,146,105,3.26,CREDIT_STORE,PAID,3811,B,San Jose,23/11/2021
68689502,175,293,155,2.32,DEBIT,PAID,11861,A,Birmingham,24/11/2021
68689510,32,116,202,0.47,ONLINE,PAID,1657,B,San Jose,12/12/2021
68689513,113,82,238,3.08,CREDIT_STORE,PAID,1173,C,Boston,04/12/2021
68689525,181,296,220,0.57,ONLINE,PAID,2758,B,San Jose,30/11/2021
68689559,134,209,149,0.45,CREDIT,PAID,1594,D,New York,09/12/2021
68689560,279,172,261,2.84,ONLINE,PAID,2703,B,San Jose,12/12/2021
68689573,127,276,24,0.64,DEBIT,PAID,1213,A,Birmingham,25/12/2021
68689652,276,92,290,2.05,ONLINE,PAID,1220,B,San Jose,16/11/2021
68689717,140,41,218,0.57,ONLINE,PAID,1690,C,Boston,17/12/2021
68689731,168,117,119,0.4,ONLINE,PAID,2585,B,San Jose,13/11/2021
68689736,246,274,195,2.34,ONLINE,PAID,1358,D,New York,14/11/2021
68689948,247,187,223,6.11,ONLINE,PAID,3148,B,San Jose,09/12/2021
68690016,185,213,130,2.2,ONLINE,PAID,3501,A,Birmingham,06/11/2021
68690133,152,268,282,0.53,ONLINE,PAID,2717,B,San Jose,06/12/2021
68690234,167,220,185,1.35,ONLINE,PAID,1223,C,Boston,05/11/2021
68690268,183,252,180,1.58,ONLINE,PAID,1417,B,San Jose,12/12/2021
68690270,194,43,20,0,MEAL_BENEFIT,PAID,2518,D,New York,26/12/2021
68690350,159,273,33,0.63,ONLINE,PAID,3233,B,San Jose,23/12/2021
68690618,154,62,130,0.91,ONLINE,PAID,3621,A,Birmingham,09/11/2021
68691018,189,74,196,0,MEAL_BENEFIT,PAID,2431,B,San Jose,06/01/2022
68691075,13,100,273,2.75,ONLINE,PAID,1790,C,Boston,07/01/2022
68691170,19,123,101,0.96,ONLINE,PAID,3419,B,San Jose,10/12/2021
68691324,171,244,277,1.45,DEBIT,PAID,2010,D,New York,11/12/2021
68691356,97,277,231,0.68,ONLINE,PAID,2302,B,San Jose,12/12/2021
68691565,210,68,214,0,VOUCHER,PAID,1990,A,Birmingham,22/12/2021
68691744,259,32,122,0.87,ONLINE,PAID,1239,B,San Jose,28/11/2021
68691745,237,244,46,0,VOUCHER,PAID,3869,C,Boston,13/12/2021
68691851,65,134,241,3.15,ONLINE,PAID,1454,B,San Jose,03/01/2022
68691924,224,12,156,0.82,ONLINE,PAID,3523,D,New York,04/01/2022
68691925,287,160,215,0.66,ONLINE,PAID,1798,B,San Jose,05/01/2022
68692006,91,179,254,3.63,ONLINE,PAID,5804,A,Birmingham,16/11/2021
68692131,230,254,187,3.02,ONLINE,PAID,1297,B,San Jose,16/12/2021
68692186,135,131,274,6.87,ONLINE,PAID,1785,C,Boston,17/12/2021
68692187,258,176,239,1.61,ONLINE,PAID,1738,B,San Jose,17/12/2021
68692188,252,23,124,0,VOUCHER,PAID,1551,D,New York,19/11/2021
68692873,43,74,267,5.28,ONLINE,PAID,2259,B,San Jose,20/12/2021
68693121,38,208,243,3.89,ONLINE,PAID,1522,A,Birmingham,22/12/2021
68693152,51,196,179,0.61,ONLINE,PAID,1718,B,San Jose,15/12/2021
68693181,38,167,177,0.69,ONLINE,PAID,3487,C,Boston,16/12/2021
68693271,299,31,210,2.88,ONLINE,PAID,1103,B,San Jose,15/12/2021
68693275,97,282,26,2.09,ONLINE,PAID,2129,D,New York,20/12/2021
68693445,137,10,231,0,ONLINE,PAID,1637,B,San Jose,28/11/2021
68693610,183,281,73,0.31,ONLINE,PAID,1885,A,Birmingham,13/01/2022
68693773,58,64,201,1.26,ONLINE,PAID,1831,B,San Jose,18/12/2021
68693925,154,70,175,2.22,ONLINE,PAID,1974,C,Boston,13/12/2021
68694018,44,177,243,0.64,ONLINE,PAID,3262,B,San Jose,15/12/2021
68694237,114,143,99,0.57,ONLINE,PAID,1682,D,New York,09/12/2021
68694282,104,174,75,0.24,ONLINE,PAID,1569,B,San Jose,28/11/2021
68694298,160,78,125,4.99,ONLINE,PAID,2526,A,Birmingham,31/12/2021
68694509,207,73,158,0,VOUCHER,PAID,1698,B,San Jose,30/11/2021
68694672,184,22,193,0,VOUCHER,PAID,1665,C,Boston,06/11/2021
68694831,265,192,31,3.79,ONLINE,PAID,1518,B,San Jose,23/12/2021
68694869,244,219,117,2.59,ONLINE,PAID,1446,D,New York,24/12/2021
68694915,264,284,197,0,VOUCHER,PAID,3876,B,San Jose,25/12/2021
68694936,252,31,146,3.15,ONLINE,PAID,1685,A,Birmingham,19/11/2021
68695028,285,25,134,3.73,ONLINE,PAID,2130,B,San Jose,29/08/2021
68695117,22,208,194,2.85,ONLINE,PAID,3430,C,Boston,23/12/2021
68695128,284,250,270,0.72,DEBIT,PAID,3416,B,San Jose,22/12/2021
68695130,268,143,127,0.62,ONLINE,PAID,1249,D,New York,20/12/2021
68695720,251,125,222,3.53,ONLINE,PAID,3741,B,San Jose,16/11/2021
68695864,79,182,35,0.34,ONLINE,PAID,3242,A,Birmingham,09/01/2022
68695940,151,57,78,0,VOUCHER,PAID,1613,B,San Jose,08/01/2022
68695971,16,144,56,7.25,ONLINE,PAID,1507,C,Boston,01/12/2021
68696011,225,232,187,3.07,ONLINE,PAID,3340,B,San Jose,24/12/2021
68696105,139,223,61,1.8,ONLINE,PAID,2047,D,New York,18/11/2021
68696107,219,162,109,1.14,ONLINE,PAID,1530,B,San Jose,23/11/2021
68696162,64,129,131,2.21,ONLINE,PAID,1184,A,Birmingham,25/11/2021
68696196,228,197,243,2.34,ONLINE,PAID,2555,B,San Jose,17/12/2021
68696227,17,228,203,2.28,DEBIT,PAID,1299,C,Boston,02/11/2021
68696315,217,195,261,0,ONLINE,PAID,4791,B,San Jose,27/07/2021
68696334,213,202,146,0.24,CREDIT,PAID,2411,D,New York,28/07/2021
68696352,71,97,249,4.41,ONLINE,PAID,2107,B,San Jose,29/07/2021
68696725,205,119,276,3.6,ONLINE,PAID,3658,A,Birmingham,30/07/2021
68697027,158,84,51,0.7,DEBIT,PAID,1479,B,San Jose,23/12/2021
68697028,293,183,226,0.55,ONLINE,PAID,3436,C,Boston,22/06/2021
68697052,32,146,149,0.99,ONLINE,PAID,1951,B,San Jose,08/02/2022
68697198,203,52,263,0.41,ONLINE,PAID,3633,D,New York,20/12/2021
68697705,148,136,169,4.29,ONLINE,PAID,1534,B,San Jose,28/11/2021
68697739,179,84,200,2.24,DEBIT,PAID,2695,A,Birmingham,18/11/2021
68697789,39,82,230,1.56,ONLINE,PAID,2269,B,San Jose,13/12/2021
68697920,284,247,282,2.26,ONLINE,PAID,2291,C,Boston,09/12/2021
68697952,180,215,135,0.63,ONLINE,PAID,2775,B,San Jose,15/12/2021
68698013,296,293,167,3.44,ONLINE,PAID,2936,D,New York,16/12/2021
68698023,121,275,216,0.43,ONLINE,PAID,2720,B,San Jose,20/01/2022
68698146,31,173,20,0.33,ONLINE,PAID,2723,A,Birmingham,21/12/2021
68698219,136,113,26,2.12,ONLINE,PAID,2085,B,San Jose,20/12/2021
68698336,96,16,210,0.68,ONLINE,PAID,2878,C,Boston,26/12/2021
68698394,190,100,115,0.6,ONLINE,PAID,1639,B,San Jose,23/12/2021
68698442,149,176,137,1.74,ONLINE,PAID,1124,D,New York,04/11/2021
68698500,29,131,127,1.02,ONLINE,PAID,1304,B,San Jose,30/12/2021
68698501,294,73,248,3.79,ONLINE,PAID,2616,A,Birmingham,26/12/2021
68698533,281,255,153,0.64,ONLINE,PAID,3950,B,San Jose,04/12/2021
68698672,186,152,25,0.55,ONLINE,PAID,2591,C,Boston,16/11/2021
68698730,93,278,113,3.02,ONLINE,PAID,5287,B,San Jose,20/10/2021
68698931,84,259,20,0.38,CREDIT,PAID,1705,D,New York,04/11/2021
68699208,120,62,146,1.83,ONLINE,PAID,7090,B,San Jose,23/12/2021
68699213,173,18,225,0.45,DEBIT,PAID,2715,A,Birmingham,03/11/2021
68699251,151,212,97,6.86,ONLINE,PAID,3077,B,San Jose,24/08/2021
68699294,265,140,126,0.82,ONLINE,PAID,1539,C,Boston,12/08/2021
68699376,75,286,114,1.7,ONLINE,PAID,1800,B,San Jose,07/08/2005
68699710,46,60,63,0.87,ONLINE,PAID,1575,D,New York,06/09/2021
68699764,124,91,155,2.02,ONLINE,PAID,1861,B,San Jose,17/07/2021
68699883,208,160,136,1.02,ONLINE,PAID,1261,A,Birmingham,30/12/2021
68699921,219,72,283,0,VOUCHER,PAID,1817,B,San Jose,30/12/2021
68700007,221,65,286,4.16,ONLINE,PAID,8326,C,Boston,21/12/2021
68700229,237,273,80,3.45,ONLINE,PAID,2944,B,San Jose,19/12/2021
68700399,135,204,232,0.7,ONLINE,PAID,5419,D,New York,13/12/2021
68700413,294,189,27,5.39,ONLINE,PAID,3135,B,San Jose,06/01/2022
68700761,236,113,87,0.22,ONLINE,PAID,1436,A,Birmingham,24/11/2021
68700812,104,212,59,0,VOUCHER,PAID,1016,B,San Jose,29/12/2021
68700895,232,270,15,7.17,ONLINE,PAID,3125,C,Boston,30/12/2021
68701047,227,74,163,0.53,ONLINE,PAID,1867,B,San Jose,25/12/2021
68701065,90,299,72,0.38,ONLINE,PAID,3076,D,New York,03/11/2021
68701242,189,231,162,0,VOUCHER,PAID,3972,B,San Jose,26/12/2021
68701278,139,81,98,1.85,ONLINE,PAID,3352,A,Birmingham,19/08/2021
68701395,216,116,38,0.51,DEBIT,PAID,2945,B,San Jose,26/12/2021
68701428,218,117,71,0.52,ONLINE,PAID,3011,C,Boston,13/12/2021
68701532,260,205,19,1.16,ONLINE,PAID,3143,B,San Jose,19/01/2022
68701579,300,140,235,1.88,ONLINE,PAID,3701,D,New York,21/01/2022
68701714,138,103,109,3.12,ONLINE,PAID,1666,B,San Jose,03/01/2022
68701863,12,218,11,1.71,ONLINE,PAID,1306,A,Birmingham,20/01/2022
68701869,89,146,269,1.53,ONLINE,PAID,3517,B,San Jose,17/01/2022
68701878,88,84,159,1.59,ONLINE,PAID,1261,C,Boston,17/01/2022
68701907,100,183,229,1.86,ONLINE,PAID,1629,B,San Jose,16/05/2021
68702084,129,252,53,0.32,ONLINE,PAID,1212,D,New York,26/04/2021
68702138,259,262,256,0,VOUCHER,PAID,1918,B,San Jose,20/05/2021
68702187,203,128,53,1.09,ONLINE,PAID,9177,A,Birmingham,25/10/2020
68702189,165,87,161,0.56,ONLINE,PAID,2777,B,San Jose,14/06/2021
68702295,242,57,57,4.32,ONLINE,PAID,1329,C,Boston,28/06/2021
68702685,181,140,234,7.13,ONLINE,PAID,1434,B,San Jose,13/06/2021
68702688,21,96,72,0.57,ONLINE,PAID,2532,D,New York,02/05/2021
68702774,52,61,107,0.6,ONLINE,PAID,1008,B,San Jose,20/04/2021
68702898,229,251,152,0,VOUCHER_STORE,PAID,1188,A,Birmingham,27/05/2021
68702950,288,233,85,0.38,ONLINE,PAID,1181,B,San Jose,30/03/2021
68703152,121,249,194,0.55,DEBIT,PAID,5121,C,Boston,29/07/2021
68703463,17,182,176,1.9,ONLINE,PAID,1241,B,San Jose,30/07/2021
68703632,285,163,153,1.2,ONLINE,PAID,2715,D,New York,31/07/2021
68703641,37,270,268,4.27,ONLINE,PAID,1850,B,San Jose,16/03/2021
68703699,52,157,145,3.15,ONLINE,PAID,1402,A,Birmingham,27/04/2021
68703768,109,43,182,0.48,ONLINE,PAID,3761,B,San Jose,05/07/2021
68703909,89,213,277,0.61,ONLINE,PAID,3384,C,Boston,01/06/2021
68704005,111,191,80,5.05,ONLINE,PAID,3631,B,San Jose,05/03/2021
68704055,67,52,153,0.51,ONLINE,PAID,2867,D,New York,11/04/2021
68704102,239,61,52,1.87,ONLINE,PAID,3706,B,San Jose,21/03/2021
68704106,22,36,199,0.45,ONLINE,PAID,3770,A,Birmingham,15/07/2021
68704108,111,18,112,4.87,ONLINE,PAID,2030,B,San Jose,15/06/2021
68704233,181,62,227,0.54,ONLINE,PAID,1702,C,Boston,27/05/2021
68704251,225,151,300,3.32,ONLINE,PAID,1693,B,San Jose,03/10/2020
68704331,287,144,276,0.65,ONLINE,PAID,3609,D,New York,04/10/2020
68704572,222,51,182,0.9,ONLINE,PAID,1834,B,San Jose,09/04/2021
68704638,156,94,208,4.06,ONLINE,PAID,3473,A,Birmingham,27/05/2021
68704678,172,81,208,3.23,ONLINE,PAID,3684,B,San Jose,12/05/2021
68704732,55,240,13,0.27,CREDIT,PAID,2459,C,Boston,04/07/2021
68704839,146,166,26,1.91,DEBIT,PAID,3441,B,San Jose,31/05/2021
68704845,149,67,289,0.35,ONLINE,PAID,3337,D,New York,31/05/2021
68704916,174,231,83,0,VOUCHER,PAID,2213,B,San Jose,27/05/2021
68704917,74,96,213,0.41,ONLINE,PAID,2905,A,Birmingham,27/05/2021
68704968,191,243,151,0.41,ONLINE,PAID,2460,B,San Jose,30/06/2021
68705050,85,173,74,3.5,STORE_DIRECT_PAYMENT,PAID,2736,C,Boston,27/05/2021
68705105,32,126,109,2.77,ONLINE,PAID,1192,B,San Jose,16/05/2021
68705156,240,12,73,2.67,ONLINE,PAID,2762,D,New York,02/07/2021
68705197,264,155,208,0.59,ONLINE,PAID,3140,B,San Jose,22/04/2021
68705223,42,181,110,1.76,ONLINE,PAID,1484,A,Birmingham,27/05/2021
68705505,147,227,241,0,VOUCHER,PAID,1700,B,San Jose,09/07/2021
68705544,94,296,246,0.63,ONLINE,PAID,3436,C,Boston,21/06/2021
68705667,120,96,74,0.71,ONLINE,PAID,1965,B,San Jose,26/07/2021
68705730,58,264,99,0,VOUCHER_DC,PAID,5887,D,New York,27/07/2021
68705769,142,16,139,3.09,ONLINE,PAID,1289,B,San Jose,28/07/2021
68705784,96,238,33,0.6,ONLINE,PAID,3886,A,Birmingham,29/07/2021
68706244,183,187,189,3.97,ONLINE,PAID,3792,B,San Jose,27/05/2021
68706277,205,127,202,0.51,ONLINE,PAID,2750,C,Boston,08/06/2021
68706459,248,245,111,1.11,ONLINE,PAID,2651,B,San Jose,04/04/2021
68706645,247,48,213,2.75,ONLINE,PAID,3450,D,New York,11/05/2021
68707234,86,228,91,5.27,ONLINE,PAID,3791,B,San Jose,12/05/2021
68707275,120,67,27,0.77,DEBIT,PAID,3617,A,Birmingham,23/05/2021
68707438,55,89,201,0.67,ONLINE,PAID,1141,B,San Jose,03/07/2021
